0.	0.00042906033319683746
0.08	0.00047206583356557163
0.16	0.0005190354332069728
0.24	0.0005702980649423382
0.32	0.0006262063441008367
0.4	0.0006871379379158485
0.48	0.0007534969845952787
0.56	0.000825715561280741
0.64	0.0009042551998223401
0.72	0.0009896084489874279
0.8	0.0010823004813931914
0.88	0.0011828907431044066
0.96	0.0012919746434695118
1.04	0.0014101852823807325
1.12	0.0015381952117380587
1.2	0.0016767182274731612
1.28	0.001826511188048923
1.36	0.0019883758548943247
1.44	0.002163160749764386
1.52	0.002351763023532323
1.6	0.002555130330427933
1.68	0.0027742627012344195
1.76	0.003010214408447823
1.84	0.0032640958158913123
1.92	0.003537075204763613
2.	0.003830380567589735
2.08	0.004145301361036041
2.16	0.004483190208053935
2.24	0.004845464539330692
2.32	0.005233608163555789
2.4	0.005649172755560639
2.48	0.006093779250962787
2.56	0.006569119135546762
2.64	0.007076955617247165
2.72	0.007619124668269566
2.8000000000000003	0.00819753592459613
2.88	0.008814173429879767
2.96	0.009471096210537993
3.04	0.010170438668719676
3.12	0.010914410779739293
3.2	0.011705298080558346
3.2800000000000002	0.01254546143594657
3.36	0.013437336569080484
3.44	0.014383433343537687
3.52	0.015386334783925452
3.6	0.016448695822745333
3.68	0.01757324176154399
3.7600000000000002	0.018762766434937753
3.84	0.020020130066725608
3.92	0.02134825680802519
4.	0.02275013194817921
4.08	0.024228798790086624
4.16	0.025787355182614012
4.24	0.027428949703836816
4.32	0.029156777490046987
4.4	0.03097407570674059
4.48	0.03288411865916389
4.5600000000000005	0.034890212541445774
4.64	0.03699568982487455
4.72	0.03920390328748265
4.8	0.04151821968877911
4.88	0.04394201309520944
4.96	0.046478657863720046
5.04	0.04913152129265064
5.12	0.05190395595106602
5.2	0.054799291699557995
5.28	0.057820827417490415
5.36	0.06097182245361439
5.44	0.06425548781893584
5.5200000000000005	0.06767497714266314
5.6000000000000005	0.07123337741398611
5.68	0.07493369953432703
5.76	0.07877886870654824
5.84	0.08277171468938484
5.92	0.08691496194708503
6.	0.09121121972586786
6.08	0.09566297209034101
6.16	0.10027256795444209
6.24	0.10504221114276749
6.32	0.10997395051931763
6.4	0.11506967022170828
6.48	0.12033108003976016
6.5600000000000005	0.12575970597807576
6.640000000000001	0.13135688104273072
6.72	0.13712373629254138
6.8	0.14306119219550906
6.88	0.1491699503309814
6.96	0.15545048547780285
7.04	0.1619030381282479
7.12	0.16852760746683781
7.2	0.17532394485222946
7.28	0.18229154783923857
7.36	0.18942965477671211
7.44	0.19673724001540616
7.5200000000000005	0.2042130097582494
7.6000000000000005	0.2118553985833967
7.68	0.2196625666682928
7.76	0.227632397740596
7.84	0.23576249777925115
7.92	0.24405019448627535
8.	0.2524925375469229
8.08	0.26108629969286157
8.16	0.2698279785798161
8.24	0.2787137994878452
8.32	0.287739718849027
8.4	0.2969014286038512
8.48	0.30619436138407596
8.56	0.31561369651622256
8.64	0.3251543668362668
8.72	0.33481106630246804
8.8	0.3445782583896758
8.88	0.35445018524488275
8.96	0.3644208775802857
9.040000000000001	0.37448416527668
9.120000000000001	0.3846336886666781
9.200000000000001	0.39486291046402516
9.28	0.4051651283022042
9.36	0.41553348784259947
9.44	0.4259609964097377
9.52	0.4364405371085671
9.6	0.446964883376386
9.68	0.45752671391990213
9.76	0.4681186279860126
9.84	0.4787331609132469
9.92	0.48936279990942994
10.	0.5
10.08	0.51063720009057
10.16	0.5212668390867531
10.24	0.5318813720139874
10.32	0.5424732860800978
10.4	0.5530351166236139
10.48	0.5635594628914328
10.56	0.5740390035902623
10.64	0.5844665121574005
10.72	0.5948348716977958
10.8	0.6051370895359749
